	Word	PoS	Freq
	allies	NoC	16
	travellers	NoC	16
	plc	NoC	16		
	kid	NoC	16
	disc	NoC	16
	Donald	NoP	16
	nowadays	Adv	16
	Surrey	NoP	16
	cheeks	NoC	16
	endless	Adj	16
	isolated	Adj	16
	dimension	NoC	16
	twin	NoC	16
	bedrooms	NoC	16
	clean	Verb	16
	columns	NoC	16
	privilege	NoC	16
	post-war	Adj	16
	volumes	NoC	16
	broadcasting	NoC	16
	commerce	NoC	16
	historians	NoC	16
	train	Verb	16
	geographical	Adj	16
	oak	NoC	16
	actors	NoC	16
	step	Verb	16
	like	Adj	16
	dynamic	Adj	16
	freely	Adv	16
	checking	Verb	16
	equipped	Verb	16
	inspired	Verb	16
	density	NoC	16
	1994	Num	16
	forthcoming	Adj	16
	HIV	NoC	16
	boring	Adj	16
	handled	Verb	16
	poems	NoC	16
	&times;	Prep	16
	recording	Verb	16
	unfortunate	Adj	16
	banned	Verb	16
	Karen	NoP	16
	own	Verb	16
	suspected	Verb	16
	boom	NoC	16
	tribunal	NoC	16
	kicked	Verb	16
	possessed	Verb	16
	Jonathan	NoP	16
	broadly	Adv	16
	publicly	Adv	16
	attributed	Verb	16
	definite	Adj	16
	challenged	Verb	16
	drunk	Adj	16
	extending	Verb	16
	cooking	NoC	16
	pause	NoC	16
	strip	NoC	16
	predicted	Verb	16
	super	Adj	16
	barrier	NoC	16
	pregnancy	NoC	16
	loud	Adj	16
	menu	NoC	16
	preserved	Verb	16
	Avenue	NoC	16
	restaurants	NoC	16
	acres	NoC	16
	christians	NoC	16
	prompted	Verb	16
	senses	NoC	16
	essay	NoC	16
	lip	NoC	16
	recruitment	NoC	16
	defendants	NoC	16
	presents	Verb	16
	guarantee	NoC	16
	invest	Verb	16
	cats	NoC	16
	maximum	NoC	16
	notable	Adj	16
	upwards	Adv	16
	arose	Verb	16
	cry	NoC	16
	fierce	Adj	16
	detected	Verb	16
	indirect	Adj	16
	German	NoC	16
	witnesses	NoC	16
	patch	NoC	16
	sensitivity	NoC	16
	Le	NoP-	16
	mistakes	NoC	16
	receiver	NoC	16
	crops	NoC	16
	chin	NoC	16
	wheels	NoC	16
	rice	NoC	16
	Dec	NoP	16		
	by means of	Prep	16
	forgot	Verb	16
	illustrate	Verb	16
	reveals	Verb	16
	Freud	NoP	16
	limit	Verb	16
	chap	NoC	16
	Campbell	NoP	16
	races	NoC	16
	awkward	Adj	16
	Turkey	NoP	16
	implied	Verb	16
	climb	Verb	16
	widow	NoC	16
	varied	Verb	16
	slid	Verb	16
	stopping	Verb	16
	rope	NoC	16
	steep	Adj	16
	neutral	Adj	16
	Oxfordshire	NoP	16
	finish	NoC	16
	debut	NoC	16
	seed	NoC	16
	challenge	Verb	16
	promoted	Verb	16
	delegation	NoC	16
	hitherto	Adv	16
	artistic	Adj	16
	muttered	Verb	16
	adoption	NoC	16
	in connection with	Prep	16
	architect	NoC	16
	dear	NoC	16
	Kenneth	NoP	16
	portfolio	NoC	16
	continent	NoC	16
	transformed	Verb	16
	couples	NoC	16
	probability	NoC	16
	content	Adj	16
	Robinson	NoP	16
	struggling	Verb	16
	mild	Adj	16
	counties	NoC	16
	wish	NoC	16
	mention	NoC	16
	fitness	NoC	16
	tackle	Verb	16
	dish	NoC	16
	statute	NoC	16
	'em	Pron	16
	invariably	Adv	16
	Charlotte	NoP	16
	prey	NoC	16
	view	Verb	16
	consultants	NoC	16
	gather	Verb	16
	arriving	Verb	16
	corners	NoC	16
	delegates	NoC	16
	Holland	NoP	16
	archbishop	NoC	16
	Sue	NoP	16
	withdraw	Verb	16
	replacing	Verb	15
	Milton	NoP	15
	meaning	Verb	15
	mature	Adj	15
	differently	Adv	15
	chart	NoC	15
	technologies	NoC	15
	woods	NoC	15
	possess	Verb	15
	cab	NoC	15
	grace	NoC	15
	toilet	NoC	15
	grabbed	Verb	15
	prevention	NoC	15
	equality	NoC	15
	wishes	Verb	15
	bases	NoC	15
	operator	NoC	15
	regardless	Adv	15
	harsh	Adj	15
	colonial	Adj	15
	ambitious	Adj	15
	exploration	NoC	15
	lords	NoC	15
	on the part of	Prep	15
	investigated	Verb	15
	collecting	Verb	15
	Switzerland	NoP	15
	shadows	NoC	15
	Corbett	NoP	15
	evil	Adj	15
	Johnny	NoP	15
	dramatically	Adv	15
	Marshall	NoP	15
	indicating	Verb	15
	orchestra	NoC	15
	lock	NoC	15
	inhabitants	NoC	15
	defeated	Verb	15
	disappointment	NoC	15
	magnetic	Adj	15
	washing	NoC	15
	fibre	NoC	15
	correspondence	NoC	15
	verbal	Adj	15
	legitimate	Adj	15
	requested	Verb	15
	emotion	NoC	15
	odds	NoC	15
	workforce	NoC	15
	vessels	NoC	15
	brass	NoC	15
	pursued	Verb	15
	ph	NoC	15		
	balls	NoC	15
	adviser	NoC	15
	faint	Adj	15
	handling	NoC	15
	appointments	NoC	15
	grandfather	NoC	15
	in view of	Prep	15
	motivation	NoC	15
	sympathetic	Adj	15
	publishers	NoC	15
	peoples	NoC	15
	socially	Adv	15
	investments	NoC	15
	rhythm	NoC	15
	variable	NoC	15
	Chelsea	NoP	15
	memorial	NoC	15
	well-known	Adj	15
	empirical	Adj	15
	roses	NoC	15
	ceased	Verb	15
	*	Uncl	15
	fluid	NoC	15
	descriptions	NoC	15
	incidents	NoC	15
	DC	NoP	15		
	dismissal	NoC	15
	appreciated	Verb	15
	communicate	Verb	15
	rushed	Verb	15
	bronze	NoC	15
	wisdom	NoC	15
	Daniel	NoP	15
	supper	NoC	15
	adventure	NoC	15
	tribute	NoC	15
	seeks	Verb	15
	promise	Verb	15
	head	Adj	15
	ye	Pron	15
	1960	Num	15
	crop	NoC	15
	beef	NoC	15
	suited	Verb	15
	exercised	Verb	15
	respects	NoC	15
	terror	NoC	15
	circulation	NoC	15
	identifying	Verb	15
	achievements	NoC	15
	fool	NoC	15
	intentions	NoC	15
	proportions	NoC	15
	lads	NoC	15
	directory	NoC	15
	Brighton	NoP	15
	inn	NoC	15
	promoting	Verb	15
	flag	NoC	15
	separate	Verb	15
	Roberts	NoP	15
	Ward	NoP	15
	Dennis	NoP	15
	clay	NoC	15
	Cook	NoP	15
	Norway	NoP	15
	attraction	NoC	15
	ends	Verb	15
	disability	NoC	15
	championships	NoC	15
	vague	Adj	15
	virus	NoC	15
	shift	Verb	15
	ranging	Verb	15
	competence	NoC	15
	examining	Verb	15
	inform	Verb	15
	spaces	NoC	15
	goodness	NoC	15
	gang	NoC	15
	favourite	NoC	15
	preserve	Verb	15
	remembering	Verb	15
	naval	Adj	15
	molecules	NoC	15
	hearts	NoC	15
	trapped	Verb	15
	actively	Adv	15
	34	Num	15
	leaf	NoC	15
	virgin	NoC	15
	Brussels	NoP	15
	distress	NoC	15
	resolve	Verb	15
	custody	NoC	15
	packages	NoC	15
	drinking	NoC	15
	operators	NoC	15
	myth	NoC	15
	gain	NoC	15
	voting	NoC	15
	Mick	NoP	15
	returns	NoC	15
	tourists	NoC	15
	encouragement	NoC	15
	lacking	Verb	15
	seldom	Adv	15
	processor	NoC	15
	sums	NoC	15
	integrity	NoC	15
	acknowledge	Verb	15
	shortage	NoC	15
	tobacco	NoC	15
	depressed	Adj	15
	rightly	Adv	15
	Louise	NoP	15
	remarkably	Adv	15
	repair	NoC	15
	shoot	Verb	15
	electronics	NoC	15
	wishing	Verb	15
	Kinnock	NoP	15
	G.	NoP	15			
	imprisonment	NoC	15
	kings	NoC	15
	waved	Verb	15
	shared	Adj	15
	shocked	Adj	15
	uniform	NoC	15
	added	Adj	15
	reject	Verb	15
	implement	Verb	15
	pays	Verb	15
	hesitated	Verb	15
	seventh	Ord	15
	magic	NoC	15
	mid	Adj	15
	populations	NoC	15
	D.	NoP	15		
	worthwhile	Adj	15
	filling	Verb	15
	crystal	NoC	15
	fraction	NoC	15
	qualified	Adj	15
	Newton	NoP	15
	Sally	NoP	15
	server	NoC	15
	Nato	NoP	15		
	specimens	NoC	15
	kiss	NoC	15
	reflecting	Verb	15
	shower	NoC	15
	missing	Adj	15
	roll	NoC	15
	sword	NoC	15
	varieties	NoC	15
	clinic	NoC	15
	imply	Verb	15
	ie	Adv	15		
	rivals	NoC	15
	Julia	NoP	15
	breakdown	NoC	15
	Anderson	NoP	15
	scales	NoC	15
	fan	NoC	15
	operates	Verb	15
	blank	Adj	15
	whoever	Pron	15
	scandal	NoC	15
	oldest	Adj	15
	48	Num	15
	smart	Adj	15
	favourable	Adj	15
	filter	NoC	15
	interviewed	Verb	15
	absent	Adj	15
	mining	NoC	15
	gentlemen	NoC	15
	enemies	NoC	15
	champions	NoC	15
	Duncan	NoP	15
	exclusion	NoC	15
	boot	NoC	15
	locations	NoC	15
	Hamilton	NoP	15
	transmission	NoC	15
	custom	NoC	15
	tanks	NoC	15
	tries	Verb	15
	Gloucestershire	NoP	15
	publisher	NoC	15
	beating	Verb	15
	evidently	Adv	15
	Netherlands	NoP	15
	Polish	Adj	15
	lively	Adj	15
	exceptions	NoC	15
	Emma	NoP	15
	appeals	NoC	15
	Israeli	Adj	15
	J / j	Lett	15
	mobility	NoC	15
	reviewed	Verb	15
	buses	NoC	15
	conclude	Verb	15
	000	Num	15
	mix	NoC	15
	shore	NoC	15
	commissioner	NoC	15
	absorbed	Verb	15
	Norwich	NoP	15
	dawn	NoC	15
	developed	Adj	15
	guards	NoC	15
	incomes	NoC	15
	parking	NoC	15
	vendor	NoC	15
	wishes	NoC	15
	republics	NoC	15
	loads	NoC	15
	barriers	NoC	15
	translation	NoC	15
	evenings	NoC	15
	Hungary	NoP	15
	lectures	NoC	15
	stimulus	NoC	15
	even so	Adv	15
	conflicts	NoC	15
	remains	NoC	15
	margin	NoC	15
	question	Verb	15
	bothered	Verb	15
	neighbourhood	NoC	15
	tourism	NoC	15
	meanings	NoC	15
	FA	NoP	15		
	desktop	NoC	15
	reportedly	Adv	15
	risk	Verb	15
	zero	Num	15
	demonstrations	NoC	15
	dividend	NoC	15
	opponent	NoC	15
	wake	Verb	15
	stiff	Adj	15
	rejection	NoC	15
	flavour	NoC	15
	relates	Verb	15
	borrow	Verb	15
	emissions	NoC	15
	38	Num	15
	representative	Adj	15
	Midland	NoP	15
	thereafter	Adv	14
	enthusiastic	Adj	14
	observers	NoC	14
	cited	Verb	14
	quid	NoC	14
	fortnight	NoC	14
	dreadful	Adj	14
	guarantee	Verb	14
	reduced	Adj	14
	rigid	Adj	14
	killer	NoC	14
	ending	Verb	14
	trick	NoC	14
	successor	NoC	14
	execution	NoC	14
	influences	NoC	14
	temperatures	NoC	14
	mines	NoC	14
	drank	Verb	14
	coastal	Adj	14
	greeted	Verb	14
	nightmare	NoC	14
	peculiar	Adj	14
	corruption	NoC	14
	racial	Adj	14
	tray	NoC	14
	speaks	Verb	14
	cupboard	NoC	14
	creates	Verb	14
	Jordan	NoP	14
	Aberdeen	NoP	14
	harder	Adj	14
	burned	Verb	14
	appearing	Verb	14
	Swiss	Adj	14
	rabbit	NoC	14
	environments	NoC	14
	comedy	NoC	14
	referendum	NoC	14
	bureau	NoC	14
	avoiding	Verb	14
	just about	Adv	14
	matrix	NoC	14
	honestly	Adv	14
	profound	Adj	14
	journalist	NoC	14
	extended	Adj	14
	Julie	NoP	14
	tapes	NoC	14
	suspension	NoC	14
	delayed	Verb	14
	eager	Adj	14
	comply	Verb	14
	selected	Adj	14
	skirt	NoC	14
	as yet	Adv	14
	matched	Verb	14
	feminist	Adj	14
	Davis	NoP	14
	Canadian	Adj	14
	closing	Verb	14
	acts	Verb	14
	grief	NoC	14
	relaxed	Adj	14
	insight	NoC	14
	deck	NoC	14
	sensation	NoC	14
	placing	Verb	14
	sequences	NoC	14
	temple	NoC	14
	parks	NoC	14
	tactics	NoC	14
	verdict	NoC	14
	adapted	Verb	14
	enhance	Verb	14
	corresponding	Adj	14
	strings	NoC	14
	accurately	Adv	14
	running	Adj	14
	pray	Verb	14
	accent	NoC	14
	envelope	NoC	14
	interference	NoC	14
	grandmother	NoC	14
	examinations	NoC	14
	phone	Verb	14
	planned	Adj	14
	shelf	NoC	14
	deemed	Verb	14
	waist	NoC	14
	waste	Verb	14
	onwards	Adv	14
	applicable	Adj	14
	futures	NoC	14
	sauce	NoC	14
	37	Num	14
	42	Num	14
	immense	Adj	14
	purchase	Verb	14
	breathing	Verb	14
	allied	Adj	14
	Norfolk	NoP	14
	contest	NoC	14
	expects	Verb	14
	supports	Verb	14
	km	NoC	14		
	by way of	Prep	14
	blacks	NoC	14
	decision-making	NoC	14
	Jan*	NoP	14			
	coins	NoC	14
	genuinely	Adv	14
	accounted	Verb	14
	expressing	Verb	14
	assessing	Verb	14
	dance	Verb	14
	scheduled	Verb	14
	adjustment	NoC	14
	charge	Verb	14
	winds	NoC	14
	meets	Verb	14
	practically	Adv	14
	merger	NoC	14
	comparative	Adj	14
	permit	Verb	14
	celebrate	Verb	14
	vessel	NoC	14
	belonging	Verb	14
	affection	NoC	14
	outline	NoC	14
	albeit	Conj	14
	Lily	NoP	14
	leaning	Verb	14
	lounge	NoC	14
	raises	Verb	14
	Cheltenham	NoP	14
	£1	NoC	14
	workshops	NoC	14
	refusing	Verb	14
	shallow	Adj	14
	dishes	NoC	14
	monitor	Verb	14
	propose	Verb	14
	blamed	Verb	14
	dioxide	NoC	14
	kind	Adj	14
	broader	Adj	14
	handling	Verb	14
	bastard	NoC	14
	except that	Conj	14
	uncomfortable	Adj	14
	affects	Verb	14
	proposition	NoC	14
	representations	NoC	14
	conservation	Adj	14
	ya	Pron	14
	makers	NoC	14
	Yugoslavia	NoP	14
	Fox	NoP	14
	P.	NoP	14		
	citizen	NoC	14
	forcing	Verb	14
	productive	Adj	14
	sexuality	NoC	14
	woke	Verb	14
	bored	Adj	14
	beneficial	Adj	14
	slip	Verb	14
	campaigns	NoC	14
	handful	NoC	14
	aged	Verb	14
	collar	NoC	14
	curtain	NoC	14
	diversity	NoC	14
	hint	NoC	14
	Thompson	NoP	14
	disappear	Verb	14
	charming	Adj	14
	bonus	NoC	14
	secrets	NoC	14
	interrupted	Verb	14
	specialists	NoC	14
	accommodate	Verb	14
	frustration	NoC	14
	recommendation	NoC	14
	a great deal	Adv	14
	meantime	NoC	14
	coffin	NoC	14
	daily	Adv	14
	condemned	Verb	14
	minimal	Adj	14
	mobile	Adj	14
	academy	NoC	14
	testing	Verb	14
	independently	Adv	14
	appealed	Verb	14
	museums	NoC	14
	cruel	Adj	14
	faces	Verb	14
	murdered	Verb	14
	on board	Adv	14
	Turkish	Adj	14
	aim	Verb	14
	Will	NoP	14
	territories	NoC	14
	pressing	Verb	14
	Churchill	NoP	14
	commit	Verb	14
	verse	NoC	14
	research	Verb	14
	orange	Adj	14
	interval	NoC	14
	threats	NoC	14
	passive	Adj	14
	suspicious	Adj	14
	forgive	Verb	14
	liberty	NoC	14
	ghost	NoC	14
	rear	Adj	14
	believing	Verb	14
	correlation	NoC	14
	NT	NoP	14			
	measurements	NoC	14
	1963	Num	14
	investigating	Verb	14
	shade	NoC	14
	layers	NoC	14
	bias	NoC	14
	overwhelming	Adj	14
	certainty	NoC	14
	Sunderland	NoP	14
	cow	NoC	14
	commissioned	Verb	14
	trusts	NoC	14
	maturity	NoC	14
	resulting	Adj	14
	fatal	Adj	14
	surrounding	Verb	14
	crying	Verb	14
	planted	Verb	14
	symbolic	Adj	14
	isle	NoC	14
	historian	NoC	14
	enabling	Verb	14
	removing	Verb	14
	slope	NoC	14
	excuse	Verb	14
	angel	NoC	14
	nearby	Adv	14
	rats	NoC	14
	ICI	NoP	14		
	straw	NoC	14
	1962	Num	14
	surfaces	NoC	14
	gods	NoC	14
	foundations	NoC	14
	honours	NoC	14
	Belgium	NoP	14
	disputes	NoC	14
	insects	NoC	14
	inspiration	NoC	14
	draw	NoC	14
	presenting	Verb	14
	registered	Adj	14
	pavement	NoC	14
	telephone	Verb	14
	reserve	NoC	14
	keeper	NoC	14
	dimensions	NoC	14
	predict	Verb	14
	neighbouring	Adj	14
	validity	NoC	14
	breeze	NoC	14
	ugly	Adj	14
	expanded	Verb	14
	lasted	Verb	14
	irrelevant	Adj	14
	complain	Verb	14
	shelter	NoC	14
	patient	Adj	14
	driving	NoC	14
	wealthy	Adj	14
	upset	Verb	14
	hostility	NoC	14
	profitable	Adj	14
	rod	NoC	14
	fled	Verb	14
	compact	Adj	14
	lamp	NoC	14
	shifted	Verb	14
	supplier	NoC	14
	crossing	Verb	14
	phenomena	NoC	14
	IT	NoC	14
	measuring	Verb	14
	horizon	NoC	14
	rival	Adj	14
	making	NoC	14
	clergy	NoC	14
	marble	NoC	14
	pensioners	NoC	14
	fragments	NoC	14
	loyal	Adj	14
	Alison	NoP	14
	Stanley	NoP	14
	conscience	NoC	14
	sixties	Num	14
	Hill	NoP	14
	saving	Verb	14
	tune	NoC	14
	moderate	Adj	14
	1961	Num	14
	soup	NoC	14
	paths	NoC	14
	struggled	Verb	14
	popularity	NoC	14
	score	Verb	14
	singer	NoC	13
	distinguished	Adj	13
	climbing	Verb	13
	kick	NoC	13
	Betty	NoP	13
	characteristic	NoC	13
	interior	Adj	13
	episode	NoC	13
	oven	NoC	13
	basket	NoC	13
	noble	Adj	13
	forwards	Adv	13
	consisted	Verb	13
	crowds	NoC	13
	positively	Adv	13
	pole	NoC	13
	burning	Verb	13
	pet	NoC	13
	insufficient	Adj	13
	evil	NoC	13
	mysterious	Adj	13
	jet	NoC	13
	eligible	Adj	13
	behalf	NoC	13
	passes	Verb	13
	nails	NoC	13
	collaboration	NoC	13
	lorry	NoC	13
	nest	NoC	13
	varying	Adj	13
	enforcement	NoC	13
	Spencer	NoP	13
	Denmark	NoP	13
	make-up	NoC	13
	molecular	Adj	13
	managerial	Adj	13
	raid	NoC	13
	ambition	NoC	13
	middle-class	Adj	13
	brand	NoC	13
	10%	NoC	13
	migration	NoC	13
	embassy	NoC	13
	neatly	Adv	13
	looks	NoC	13
	worship	NoC	13
	Olympic	Adj	13
	devised	Verb	13
	exclude	Verb	13
	organ	NoC	13
	contrary to	Prep	13
	favoured	Verb	13
	linear	Adj	13
	Samuel	NoP	13
	cared	Verb	13
	manor	NoC	13
	detect	Verb	13
	interpret	Verb	13
	Kennedy	NoP	13
	substances	NoC	13
	crude	Adj	13
	fantasy	NoC	13
	counselling	NoC	13
	abilities	NoC	13
	treating	Verb	13
	blew	Verb	13
	embarrassment	NoC	13
	executed	Verb	13
	implication	NoC	13
	Ron	NoP	13
	printed	Adj	13
	prospective	Adj	13
	importantly	Adv	13
	so long as	Conj	13
	Preston	NoP	13
	continually	Adv	13
	Barnes	NoP	13
	executives	NoC	13
	catching	Verb	13
	forehead	NoC	13
	Ali	NoP	13
	diverse	Adj	13
	parental	Adj	13
	for ever	Adv	13
	Les*	NoP	13
	elaborate	Adj	13
	furious	Adj	13
	cigarettes	NoC	13
	definitions	NoC	13
	appreciation	NoC	13
	fiscal	Adj	13
	Kim	NoP	13
	commitments	NoC	13
	sculpture	NoC	13
	runs	NoC	13
	striker	NoC	13
	beans	NoC	13
	brush	NoC	13
	soccer	NoC	13
	spell	NoC	13
	reductions	NoC	13
	contrary	NoC	13
	soap	NoC	13
	dated	Verb	13
	with respect to	Prep	13
	stretch	Verb	13
	publish	Verb	13
	russians	NoC	13
	pig	NoC	13
	stroke	NoC	13
	ladder	NoC	13
	Greater	NoP-	13
	burning	Adj	13
	expressions	NoC	13
	useless	Adj	13
	nerve	NoC	13
	pence	NoC	13
	Gabriel	NoP	13
	rumours	NoC	13
	relied	Verb	13
	Edwards	NoP	13
	let alone	Prep	13
	semantic	Adj	13
	inherent	Adj	13
	embarrassed	Adj	13
	1948	Num	13
	specification	NoC	13
	despair	NoC	13
	yep	Int	13
	name	Verb	13
	serum	NoC	13
	Maxwell	NoP	13
	Dick	NoP	13
	apartment	NoC	13
	Vienna	NoP	13
	deliberate	Adj	13
	stranger	NoC	13
	philosophical	Adj	13
	criterion	NoC	13
	trap	NoC	13
	pubs	NoC	13
	utterly	Adv	13
	link	Verb	13
	frowned	Verb	13
	awake	Adj	13
	bureaucracy	NoC	13
	nonetheless	Adv	13
	sunshine	NoC	13
	bloke	NoC	13
	partially	Adv	13
	remedy	NoC	13
	battery	NoC	13
	variable	Adj	13
	in touch with	Prep	13
	within	Adv	13
	forth	Adv	13
	barn	NoC	13
	ties	NoC	13
	settlements	NoC	13
	installation	NoC	13
	crashed	Verb	13
	negotiate	Verb	13
	Somerset	NoP	13
	nursing	NoC	13
	dignity	NoC	13
	promising	Adj	13
	minus	Prep	13
	criticised	Verb	13
	sacred	Adj	13
	analyse	Verb	13
	senate	NoC	13
	incentive	NoC	13
	unpleasant	Adj	13
	varied	Adj	13
	selective	Adj	13
	qualified	Verb	13
	Devon	NoP	13
	powder	NoC	13
	clauses	NoC	13
	expectation	NoC	13
	tender	Adj	13
	inclined	Adj	13
	funded	Verb	13
	alleged	Verb	13
	hidden	Adj	13
	ridge	NoC	13
	exhibitions	NoC	13
	lengths	NoC	13
	Joyce	NoP	13
	posed	Verb	13
	explicitly	Adv	13
	symbols	NoC	13
	exploitation	NoC	13
	receives	Verb	13
	1950	Num	13
	intermediate	Adj	13
	Isabel	NoP	13
	Ltd.	Adj	13		
	blocked	Verb	13
	trophy	NoC	13
	launch	Verb	13
	spotted	Verb	13
	M	NoP	13		
	manufacture	NoC	13
	diesel	NoC	13
	masses	NoC	13
	protective	Adj	13
	paint	Verb	13
	2,000	Num	13
	budgets	NoC	13
	Lisa	NoP	13
	grows	Verb	13
	fortunate	Adj	13
	deserve	Verb	13
	lap	NoC	13
	concerns	Verb	13
	varies	Verb	13
	Islamic	Adj	13
	compliance	NoC	13
	defensive	Adj	13
	damage	Verb	13
	objections	NoC	13
	qualify	Verb	13
	featured	Verb	13
	suite	NoC	13
	salmon	NoC	13
	reach	NoC	13
	requests	NoC	13
	objection	NoC	13
	devoted	Verb	13
	thesis	NoC	13
	repeatedly	Adv	13
	blow	Verb	13
	palm	NoC	13
	Austria	NoP	13
	Rover	NoP	13
	parked	Verb	13
	Carter	NoP	13
	Guinness	NoP	13
	temporarily	Adv	13
	Land	NoP-	13
	south-east	NoC	13
	chains	NoC	13
	worthy	Adj	13
	ozone	NoC	13
	pursuit	NoC	13
	valued	Verb	13
	divine	Adj	13
	react	Verb	13
	deals	Verb	13
	head	Verb	13
	phoned	Verb	13
	carrier	NoC	13
	jeans	NoC	13
	feedback	NoC	13
	dancing	Verb	13
	tales	NoC	13
	rally	NoC	13
	grant	Verb	13
	performing	Verb	13
	rush	NoC	13
	handicap	NoC	13
	consisting	Verb	13
	counted	Verb	13
	qualification	NoC	13
	guaranteed	Verb	13
	negligence	NoC	13
	continuity	NoC	13
	lend	Verb	13
	offers	NoC	13
	educated	Verb	13
	stuck	Adj	13
	surplus	NoC	13
	swallowed	Verb	13
	eagle	NoC	13
	printing	NoC	13
	land	Verb	13
	Willie	NoP	13
	novels	NoC	13
	driving	Adj	13
	dependence	NoC	13
	1st	Ord	13
	eighth	Ord	13
	Craig	NoP	13
	organise	Verb	13
	Cornwall	NoP	13
	orange	NoC	13
	diameter	NoC	13
	in short	Adv	13
	1939	Num	13
	toward	Prep	13
	auction	NoC	13
	eating	NoC	13
	Max	NoP	13
	invisible	Adj	13
	determining	Verb	13
	construct	Verb	13
	faculty	NoC	13
	offenders	NoC	13
	occurring	Verb	13
	Pete	NoP	13
	charm	NoC	13
	Don	NoP	13
	suffering	NoC	13
	contempt	NoC	13
	Wimbledon	NoP	13
	reinforced	Verb	13
	specify	Verb	13
	misery	NoC	13
	dropping	Verb	13
	breasts	NoC	13
	overall	Adv	13
	Sara	NoP	13
	jewellery	NoC	13
	bacteria	NoC	13
	sin	NoC	13
	comparisons	NoC	13
	privatisation	NoC	13
	owe	Verb	13
	squadron	NoC	13
	grave	NoC	13
	codes	NoC	13
	circular	Adj	13
	misleading	Adj	13
	centred	Verb	13
	sunlight	NoC	13
	lowered	Verb	13
	invested	Verb	13
	mathematical	Adj	13
	proteins	NoC	13
	£100	NoC	13
	39	Num	13
	sanctions	NoC	13
	aggression	NoC	13
	caution	NoC	13
	loch	NoC	13
	reply	Verb	13
	direct	Verb	13
	subjected	Verb	13
	inappropriate	Adj	13
	diagram	NoC	13
	terribly	Adv	13
	St	NoC	13				
	in conjunction with	Prep	13
	human	NoC	13
	liquid	Adj	13
	solar	Adj	13
	angles	NoC	13
	sorted	Verb	13
	persistent	Adj	13
	poles	NoC	13
	93	Num	13
	laying	Verb	13
	inherited	Verb	13
	phrases	NoC	13
	doubtful	Adj	13
	calcium	NoC	13
	shake	Verb	13
	ingredients	NoC	13
	Sophie	NoP	13
	as usual	Adv	13
	admits	Verb	13
	black	NoC	13
	BR	NoP	13		
	monster	NoC	13
	flames	NoC	13
	allowances	NoC	13
	sustain	Verb	13
	needle	NoC	13
	telecommunications	NoC	13
	sphere	NoC	13
	revenues	NoC	12
	guessed	Verb	12
	bowel	NoC	12
	abortion	NoC	12
	doubled	Verb	12
	prints	NoC	12
	rangers	NoC	12
	accountants	NoC	12
	screaming	Verb	12
	legend	NoC	12
	petition	NoC	12
	predominantly	Adv	12
	manual	Adj	12
	fucking	Adv	12
	lies	NoC	12
	premium	NoC	12
	photo	NoC	12
	surroundings	NoC	12
	spots	NoC	12
	gravel	NoC	12
	19th	Ord	12
	architectural	Adj	12
	bold	Adj	12
	Maastricht	NoP	12
	inheritance	NoC	12
	Harvey	NoP	12
	knock	Verb	12
	blues	NoC	12
	beyond	Adv	12
	Day	NoP	12
	emergence	NoC	12
	beautifully	Adv	12
	deeper	Adj	12
	intact	Adj	12
	cooperation	NoC	12
	convince	Verb	12
	incredible	Adj	12
	sound	Adj	12
	in line with	Prep	12
	devoted	Adj	12
	conduct	Verb	12
	united	Verb	12
	celebration	NoC	12
	43	Num	12
	abruptly	Adv	12
	considers	Verb	12
	flights	NoC	12
	explored	Verb	12
	loves	Verb	12
	blue	NoC	12
	et al.	Adv	12		
	Derby	NoP	12
	restriction	NoC	12
	prior	Adj	12
	submit	Verb	12
	gaining	Verb	12
	Santa	NoP-	12
	morality	NoC	12
	tragic	Adj	12
	Dr.	NoC	12			
	musicians	NoC	12
	invite	Verb	12
	Ipswich	NoP	12
	selling	NoC	12
	script	NoC	12
	coupled	Verb	12
	tap	NoC	12
	remark	NoC	12
	consist	Verb	12
	respectable	Adj	12
	pint	NoC	12
	optimistic	Adj	12
	humanity	NoC	12
	layout	NoC	12
	openly	Adv	12
	breed	NoC	12
	policemen	NoC	12
	Scots	NoC	12
	invented	Verb	12
	linking	Verb	12
	convincing	Adj	12
	Harold	NoP	12
	guide	Verb	12
	vocabulary	NoC	12
	Rob	NoP	12
	unacceptable	Adj	12
	D	NoP	12			
	competent	Adj	12
	Carrie	NoP	12
	spatial	Adj	12
	ignoring	Verb	12
	applicant	NoC	12
	swiftly	Adv	12
	easier	Adv	12
	painter	NoC	12
	decisive	Adj	12
	traders	NoC	12
	pretend	Verb	12
	bargaining	NoC	12
	depended	Verb	12
	modes	NoC	12
	preventing	Verb	12
	rage	NoC	12
	respective	Adj	12
	elite*	NoC	12
	permanently	Adv	12
	seemingly	Adv	12
	bunch	NoC	12
	carers	NoC	12
	fathers	NoC	12
	engagement	NoC	12
	liquid	NoC	12
	T.	NoP	12		
	Canterbury	NoP	12
	binding	Adj	12
	fires	NoC	12
	sentenced	Verb	12
	rebels	NoC	12
	founder	NoC	12
	ballet	NoC	12
	erosion	NoC	12
	Gould	NoP	12
	syndrome	NoC	12
	55	Num	12
	relieved	Adj	12
	nursing	Adj	12
	harmony	NoC	12
	Coventry	NoP	12
	protested	Verb	12
	hut	NoC	12
	sits	Verb	12
	stops	Verb	12
	Lamont	NoP	12
	bore	Verb	12
	instructed	Verb	12
	given that	Conj	12
